Model,ACC,F1_macro,Kappa,Alpha,AUC_macro,AUPR_macro,RMSE_val,RMSE_aro,CORR_val,CORR_aro,SAGR_val,SAGR_aro,CCC_val,CCC_aro
EfficientNetB0,0.4707846410684474,0.47051808898807135,0.39544649907032414,0.39395399829883393,0.8378322099766071,0.48622028828985453,0.3772186040878296,0.3511096239089966,0.6121066212654114,0.48814576864242554,0.7629382303839732,0.7495826377295493,0.5783272981643677,0.40402093529701233
Mobilenet_v3_large,0.48580968280467446,0.4797675101519815,0.4113510478086633,0.40967660394141936,0.8178926338920703,0.46171006760458694,0.4027068614959717,0.3486785292625427,0.5434666872024536,0.3922453820705414,0.7579298831385642,0.7913188647746243,0.4802546799182892,0.344171941280365
